image_path,year,timepoint,location,nitrogen_amount,experiment,block,row,column,genotype,planting_date,stand_count,yield,image_collection_date,p2i_days,experiment_id,sample_id,set,rank
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_20_19.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,19,20,2369 X PHN82,2022-05-22,62.0,126.3,2022-09-11,112,2022_Ames_4232,Ames_4232_20_19,train,0.5833333333333334
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_20_20.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,20,20,B105 X 3IIH6,2022-05-22,64.0,112.23,2022-09-11,112,2022_Ames_4232,Ames_4232_20_20,train,0.9333333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_20_21.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,21,20,2369 X 3IIH6,2022-05-22,61.0,137.78,2022-09-11,112,2022_Ames_4232,Ames_4232_20_21,train,0.6166666666666667
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_20_22.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,22,20,PHN46 X PHB47,2022-05-22,53.0,101.98,2022-09-11,112,2022_Ames_4232,Ames_4232_20_22,train,0.575
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_21_17.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,17,21,PHK56 X LH82,2022-05-22,66.0,181.64,2022-09-11,112,2022_Ames_4232,Ames_4232_21_17,train,0.4083333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_21_18.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,18,21,PHB47 X LH185,2022-05-22,59.0,161.72,2022-09-11,112,2022_Ames_4232,Ames_4232_21_18,train,0.7083333333333334
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_21_19.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,19,21,B84 X 3IIH6,2022-05-22,62.0,95.94,2022-09-11,112,2022_Ames_4232,Ames_4232_21_19,train,0.775
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_21_20.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,20,21,LH123HT X 3IIH6,2022-05-22,66.0,119.96,2022-09-11,112,2022_Ames_4232,Ames_4232_21_20,train,0.8166666666666667
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_21_21.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,21,21,B37 X H95,2022-05-22,66.0,40.95,2022-09-11,112,2022_Ames_4232,Ames_4232_21_21,train,1.0
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_21_22.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,22,21,LH82 X PHJ89,2022-05-22,55.0,99.33,2022-09-11,112,2022_Ames_4232,Ames_4232_21_22,train,0.525
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_22_17.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,17,22,LH198 X PHB47,2022-05-22,57.0,138.53,2022-09-11,112,2022_Ames_4232,Ames_4232_22_17,train,0.85
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_22_18.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,18,22,PHN46 X W606S,2022-05-22,49.0,188.11,2022-09-11,112,2022_Ames_4232,Ames_4232_22_18,train,0.6916666666666667
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_22_19.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,19,22,LH82 X PHB47,2022-05-22,52.0,114.01,2022-09-11,112,2022_Ames_4232,Ames_4232_22_19,train,0.925
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_22_20.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,20,22,2FACC X 3IIH6,2022-05-22,62.0,119.28,2022-09-11,112,2022_Ames_4232,Ames_4232_22_20,train,0.55
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_22_21.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,21,22,PHK56 X PHJ89,2022-05-22,59.0,156.05,2022-09-11,112,2022_Ames_4232,Ames_4232_22_21,train,0.48333333333333334
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_22_22.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,22,22,LH185 X LH82,2022-05-22,45.0,115.67,2022-09-11,112,2022_Ames_4232,Ames_4232_22_22,train,0.39166666666666666
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_23_17.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,17,23,PIONEER 1311 AMXT,2022-05-22,51.0,150.25,2022-09-11,112,2022_Ames_4232,Ames_4232_23_17,train,0.35
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_23_18.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,18,23,PHP02 X PHG47,2022-05-22,50.0,135.23,2022-09-11,112,2022_Ames_4232,Ames_4232_23_18,train,0.5166666666666667
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_23_19.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,19,23,PHK76 X LH145,2022-05-22,49.0,64.96,2022-09-11,112,2022_Ames_4232,Ames_4232_23_19,train,0.95
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_23_20.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,20,23,PHB47 X 3IIH6,2022-05-22,62.0,98.63,2022-09-11,112,2022_Ames_4232,Ames_4232_23_20,train,0.875
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_23_21.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,21,23,PHW52 X LH185,2022-05-22,49.0,107.39,2022-09-11,112,2022_Ames_4232,Ames_4232_23_21,train,0.5583333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_23_22.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,22,23,B73 X PHM49,2022-05-22,61.0,97.2,2022-09-11,112,2022_Ames_4232,Ames_4232_23_22,train,0.75
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_24_17.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,17,24,LH195 X PHZ51,2022-05-22,57.0,103.13,2022-09-11,112,2022_Ames_4232,Ames_4232_24_17,train,0.8083333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_24_18.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,18,24,PIONEER P0589 AMXT,2022-05-22,56.0,139.09,2022-09-11,112,2022_Ames_4232,Ames_4232_24_18,train,0.325
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_24_19.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,19,24,PHW52 X PHZ51,2022-05-22,59.0,64.36,2022-09-11,112,2022_Ames_4232,Ames_4232_24_19,train,0.6083333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_24_20.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,20,24,WF9 X H95,2022-05-22,62.0,27.3,2022-09-11,112,2022_Ames_4232,Ames_4232_24_20,train,0.9916666666666667
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_24_22.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,22,24,PHK56 X W606S,2022-05-22,52.0,109.0,2022-09-11,112,2022_Ames_4232,Ames_4232_24_22,train,0.49166666666666664
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_25_17.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,17,25,PHP02 X W606S,2022-05-22,57.0,117.39,2022-09-11,112,2022_Ames_4232,Ames_4232_25_17,train,0.475
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_25_18.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,18,25,B73 X PHZ51,2022-05-22,64.0,122.92,2022-09-11,112,2022_Ames_4232,Ames_4232_25_18,train,0.8416666666666667
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_25_19.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,19,25,LH195 X LH123HT,2022-05-22,66.0,87.85,2022-09-11,112,2022_Ames_4232,Ames_4232_25_19,train,0.8916666666666667
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_25_21.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,21,25,LH195 X LH185,2022-05-22,74.0,84.88,2022-09-11,112,2022_Ames_4232,Ames_4232_25_21,train,0.5083333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_25_22.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,22,25,PHK76 X W606S,2022-05-22,48.0,88.27,2022-09-11,112,2022_Ames_4232,Ames_4232_25_22,train,0.825
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_26_17.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,17,26,PHP02 X LH198,2022-05-22,57.0,133.84,2022-09-11,112,2022_Ames_4232,Ames_4232_26_17,train,0.5333333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_26_18.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,18,26,PHN46 X PHK56,2022-05-22,47.0,146.61,2022-09-11,112,2022_Ames_4232,Ames_4232_26_18,train,0.6416666666666667
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_26_19.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,19,26,2369 X PHP02,2022-05-22,57.0,107.51,2022-09-11,112,2022_Ames_4232,Ames_4232_26_19,train,0.7416666666666667
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_26_20.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,20,26,PHW52 X PHN82,2022-05-22,59.0,155.16,2022-09-11,112,2022_Ames_4232,Ames_4232_26_20,train,0.36666666666666664
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_26_21.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,21,26,PHP02 X PHB47,2022-05-22,69.0,115.68,2022-09-11,112,2022_Ames_4232,Ames_4232_26_21,train,0.9
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_26_22.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,22,26,LH123HT X PHB47,2022-05-22,69.0,105.14,2022-09-11,112,2022_Ames_4232,Ames_4232_26_22,train,0.9166666666666666
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_27_17.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,17,27,PHP02 X LH185,2022-05-22,52.0,136.25,2022-09-11,112,2022_Ames_4232,Ames_4232_27_17,train,0.8333333333333334
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_27_18.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,18,27,PHB47 X PHK56,2022-05-22,65.0,138.82,2022-09-11,112,2022_Ames_4232,Ames_4232_27_18,train,0.4583333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_27_19.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,19,27,PHK76 X LH198,2022-05-22,62.0,125.7,2022-09-11,112,2022_Ames_4232,Ames_4232_27_19,train,0.7
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_27_20.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,20,27,HOEGEMEYER 8065RR,2022-05-22,64.0,186.23,2022-09-11,112,2022_Ames_4232,Ames_4232_27_20,train,0.30833333333333335
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_27_21.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,21,27,PHJ40 X LH82,2022-05-22,70.0,119.5,2022-09-11,112,2022_Ames_4232,Ames_4232_27_21,train,0.625
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_27_22.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,22,27,B73 X PHN82,2022-05-22,65.0,120.87,2022-09-11,112,2022_Ames_4232,Ames_4232_27_22,train,0.38333333333333336
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_28_17.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,17,28,N209 X 3IIH6,2022-05-22,67.0,161.72,2022-09-11,112,2022_Ames_4232,Ames_4232_28_17,train,0.4166666666666667
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_28_18.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,18,28,LH195 X 3IIH6,2022-05-22,64.0,173.67,2022-09-11,112,2022_Ames_4232,Ames_4232_28_18,train,0.7166666666666667
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_28_19.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,19,28,LH195 X PHM49,2022-05-22,62.0,59.58,2022-09-11,112,2022_Ames_4232,Ames_4232_28_19,train,0.9833333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_28_20.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,20,28,PHG39 X PHM49,2022-05-22,61.0,141.01,2022-09-11,112,2022_Ames_4232,Ames_4232_28_20,train,0.5666666666666667
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_28_21.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,21,28,2369 X PHZ51,2022-05-22,73.0,109.88,2022-09-11,112,2022_Ames_4232,Ames_4232_28_21,train,0.7833333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_28_22.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,22,28,B37 X OH43,2022-05-22,69.0,47.82,2022-09-11,112,2022_Ames_4232,Ames_4232_28_22,train,0.975
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_29_17.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,17,29,PHK76 X 3IIH6,2022-05-22,53.0,155.41,2022-09-11,112,2022_Ames_4232,Ames_4232_29_17,train,0.8666666666666667
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_29_18.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,18,29,LH74 X PHM49,2022-05-22,64.0,128.95,2022-09-11,112,2022_Ames_4232,Ames_4232_29_18,train,0.7583333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_29_19.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,19,29,LH145 X LH162,2022-05-22,66.0,139.7,2022-09-11,112,2022_Ames_4232,Ames_4232_29_19,train,0.7333333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_29_20.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,20,29,4N506 X 3IIH6,2022-05-22,69.0,132.22,2022-09-11,112,2022_Ames_4232,Ames_4232_29_20,train,0.7666666666666667
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_29_21.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,21,29,PHP02 X PHK56,2022-05-22,60.0,160.42,2022-09-11,112,2022_Ames_4232,Ames_4232_29_21,train,0.425
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_29_22.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,22,29,2369 X LH123HT,2022-05-22,61.0,133.91,2022-09-11,112,2022_Ames_4232,Ames_4232_29_22,train,0.9083333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_2_17.TIF,2022,TP5,Ames,0.4285714285714285,4232,1.0,17,2,B73 X 3IIH6,2022-05-22,65.0,137.19,2022-09-11,112,2022_Ames_4232,Ames_4232_2_17,train,0.5416666666666666
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_2_18.TIF,2022,TP5,Ames,0.4285714285714285,4232,1.0,18,2,2369 X 3IIH6,2022-05-22,70.0,119.07,2022-09-11,112,2022_Ames_4232,Ames_4232_2_18,train,0.6166666666666667
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_2_19.TIF,2022,TP5,Ames,0.4285714285714285,4232,1.0,19,2,PHW52 X LH185,2022-05-22,63.0,99.15,2022-09-11,112,2022_Ames_4232,Ames_4232_2_19,train,0.5583333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_2_20.TIF,2022,TP5,Ames,0.4285714285714285,4232,1.0,20,2,LH195 X 3IIH6,2022-05-22,61.0,115.09,2022-09-11,112,2022_Ames_4232,Ames_4232_2_20,train,0.7166666666666667
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_2_22.TIF,2022,TP5,Ames,0.4285714285714285,4232,1.0,22,2,2369 X LH123HT,2022-05-22,66.0,77.09,2022-09-11,112,2022_Ames_4232,Ames_4232_2_22,train,0.9083333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_30_17.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,17,30,B14A X MO17,2022-05-22,59.0,193.64,2022-09-11,112,2022_Ames_4232,Ames_4232_30_17,train,0.675
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_30_18.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,18,30,PHP02 X PHJ89,2022-05-22,55.0,127.62,2022-09-11,112,2022_Ames_4232,Ames_4232_30_18,train,0.45
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_30_19.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,19,30,LH74 X PHN82,2022-05-22,54.0,121.82,2022-09-11,112,2022_Ames_4232,Ames_4232_30_19,train,0.6833333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_30_20.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,20,30,B37 X MO17,2022-05-22,71.0,110.11,2022-09-11,112,2022_Ames_4232,Ames_4232_30_20,train,0.9416666666666667
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_30_21.TIF,2022,TP5,Ames,0.4285714285714285,4232,2.0,21,30,PHK56 X 3IIH6,2022-05-22,55.0,161.71,2022-09-11,112,2022_Ames_4232,Ames_4232_30_21,train,0.725
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_3_17.TIF,2022,TP5,Ames,0.4285714285714285,4232,1.0,17,3,PHW52 X PHN82,2022-05-22,64.0,155.26,2022-09-11,112,2022_Ames_4232,Ames_4232_3_17,train,0.36666666666666664
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_3_18.TIF,2022,TP5,Ames,0.4285714285714285,4232,1.0,18,3,LH145 X LH162,2022-05-22,70.0,133.32,2022-09-11,112,2022_Ames_4232,Ames_4232_3_18,train,0.7333333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_3_19.TIF,2022,TP5,Ames,0.4285714285714285,4232,1.0,19,3,LH74 X PHN82,2022-05-22,63.0,131.3,2022-09-11,112,2022_Ames_4232,Ames_4232_3_19,train,0.6833333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_3_20.TIF,2022,TP5,Ames,0.4285714285714285,4232,1.0,20,3,PHB47 X PHJ89,2022-05-22,68.0,91.06,2022-09-11,112,2022_Ames_4232,Ames_4232_3_20,train,0.35833333333333334
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_3_22.TIF,2022,TP5,Ames,0.4285714285714285,4232,1.0,22,3,B37 X OH43,2022-05-22,66.0,44.04,2022-09-11,112,2022_Ames_4232,Ames_4232_3_22,train,0.975
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_4_17.TIF,2022,TP5,Ames,0.4285714285714285,4232,1.0,17,4,PHW52 X PHM49,2022-05-22,63.0,131.93,2022-09-11,112,2022_Ames_4232,Ames_4232_4_17,train,0.44166666666666665
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_4_19.TIF,2022,TP5,Ames,0.4285714285714285,4232,1.0,19,4,B14A X MO17,2022-05-22,65.0,120.53,2022-09-11,112,2022_Ames_4232,Ames_4232_4_19,train,0.675
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_4_20.TIF,2022,TP5,Ames,0.4285714285714285,4232,1.0,20,4,PHB47 X PHK56,2022-05-22,69.0,138.47,2022-09-11,112,2022_Ames_4232,Ames_4232_4_20,train,0.4583333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_4_22.TIF,2022,TP5,Ames,0.4285714285714285,4232,1.0,22,4,LH195 X PHZ51,2022-05-22,71.0,104.99,2022-09-11,112,2022_Ames_4232,Ames_4232_4_22,train,0.8083333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_5_17.TIF,2022,TP5,Ames,0.4285714285714285,4232,1.0,17,5,PHB47 X 3IIH6,2022-05-22,62.0,86.68,2022-09-11,112,2022_Ames_4232,Ames_4232_5_17,train,0.875
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_5_18.TIF,2022,TP5,Ames,0.4285714285714285,4232,1.0,18,5,PHB47 X LH185,2022-05-22,69.0,118.12,2022-09-11,112,2022_Ames_4232,Ames_4232_5_18,train,0.7083333333333334
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_5_19.TIF,2022,TP5,Ames,0.4285714285714285,4232,1.0,19,5,2369 X PHN82,2022-05-22,66.0,123.28,2022-09-11,112,2022_Ames_4232,Ames_4232_5_19,train,0.5833333333333334
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_5_20.TIF,2022,TP5,Ames,0.4285714285714285,4232,1.0,20,5,LH195 X LH123HT,2022-05-22,66.0,108.71,2022-09-11,112,2022_Ames_4232,Ames_4232_5_20,train,0.8916666666666667
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_5_21.TIF,2022,TP5,Ames,0.4285714285714285,4232,1.0,21,5,F42 X MO17,2022-05-22,66.0,101.6,2022-09-11,112,2022_Ames_4232,Ames_4232_5_21,train,0.6666666666666666
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_5_22.TIF,2022,TP5,Ames,0.4285714285714285,4232,1.0,22,5,WF9 X H95,2022-05-22,73.0,51.91,2022-09-11,112,2022_Ames_4232,Ames_4232_5_22,train,0.9916666666666667
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_6_17.TIF,2022,TP5,Ames,0.4285714285714285,4232,1.0,17,6,LH82 X PHJ89,2022-05-22,55.0,125.35,2022-09-11,112,2022_Ames_4232,Ames_4232_6_17,train,0.525
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_6_18.TIF,2022,TP5,Ames,0.4285714285714285,4232,1.0,18,6,LH74 X PHM49,2022-05-22,62.0,125.07,2022-09-11,112,2022_Ames_4232,Ames_4232_6_18,train,0.7583333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_6_19.TIF,2022,TP5,Ames,0.4285714285714285,4232,1.0,19,6,PHK56 X LH198,2022-05-22,55.0,121.12,2022-09-11,112,2022_Ames_4232,Ames_4232_6_19,train,0.43333333333333335
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_6_20.TIF,2022,TP5,Ames,0.4285714285714285,4232,1.0,20,6,PHP02 X LH82,2022-05-22,71.0,113.74,2022-09-11,112,2022_Ames_4232,Ames_4232_6_20,train,0.8833333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_6_21.TIF,2022,TP5,Ames,0.4285714285714285,4232,1.0,21,6,HOEGEMEYER 8065RR,2022-05-22,61.0,159.04,2022-09-11,112,2022_Ames_4232,Ames_4232_6_21,train,0.30833333333333335
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_6_22.TIF,2022,TP5,Ames,0.4285714285714285,4232,1.0,22,6,PHK76 X LH82,2022-05-22,69.0,121.32,2022-09-11,112,2022_Ames_4232,Ames_4232_6_22,train,0.6333333333333333
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_7_17.TIF,2022,TP5,Ames,0.4285714285714285,4232,1.0,17,7,LH82 X PHB47,2022-05-22,63.0,127.16,2022-09-11,112,2022_Ames_4232,Ames_4232_7_17,train,0.925
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_7_19.TIF,2022,TP5,Ames,0.4285714285714285,4232,1.0,19,7,B84 X 3IIH6,2022-05-22,64.0,104.59,2022-09-11,112,2022_Ames_4232,Ames_4232_7_19,train,0.775
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_7_20.TIF,2022,TP5,Ames,0.4285714285714285,4232,1.0,20,7,LH123HT X PHB47,2022-05-22,66.0,106.87,2022-09-11,112,2022_Ames_4232,Ames_4232_7_20,train,0.9166666666666666
G:\mlcas24\data\train\2022\DataPublication_final\Satellite\Ames\TP5\Ames-TP5-4232_7_21.TIF,2022,TP5,Ames,0.4285714285714285,4232,1.0,21,7,PHK56 X 3IIH6,2022-05-22,57.0,112.84,2022-09-11,112,2022_Ames_4232,Ames_4232_7_21,train,0.725
